family,size,finish,price
AP632,"96""",628,3504.6
AP632,"96""",629,3787.8
AP632,"96""",316P,4885.2
AP632,"96""",630,3540.0
AP632,"96""",316S,4566.6
AP632,"96""",SPECIAL,4362.2
AP632,"12""",605/606,1255.7
AP632,"12""",609,1255.7
AP632,"12""",611/612,1255.7
AP632,"12""",613,1255.7
AP632,"12""",613E,1022.1
AP632,"12""",622,1022.1
AP632,"12""",628,963.7
AP632,"12""",629,1041.6
AP632,"12""",316P,1343.3
AP632,"12""",630,973.4
AP632,"12""",316S,1255.7
AP632,"12""",SPECIAL,1305.0
AP632,"18""",605/606,1483.8
AP632,"18""",609,1483.8
AP632,"18""",611/612,1483.8
AP632,"18""",613,1483.8
AP632,"18""",613E,1207.8
AP632,"18""",622,1207.8
AP632,"18""",628,1138.7
AP632,"18""",629,1230.8
AP632,"18""",316P,1587.3
AP632,"18""",630,1150.2
AP632,"18""",316S,1483.8
AP632,"18""",SPECIAL,1518.8
AP632,"24""",605/606,1883.8
AP632,"24""",609,1883.8
AP632,"24""",611/612,1883.8
AP632,"24""",613,1883.8
AP632,"24""",613E,1533.3
AP632,"24""",622,1533.3
AP632,"24""",628,1445.7
AP632,"24""",629,1562.5
AP632,"24""",316P,2015.2
AP632,"24""",630,1460.3
AP632,"24""",316S,1883.8
AP632,"24""",SPECIAL,1878.7
AP632,"36""",605/606,2782.3
AP632,"36""",609,2782.3
AP632,"36""",611/612,2782.3
AP632,"36""",613,2782.3
AP632,"36""",613E,2264.6
AP632,"36""",622,2264.6
AP632,"36""",628,2135.2
AP632,"36""",629,2307.8
AP632,"36""",316P,2976.4
AP632,"36""",630,2156.8
AP632,"36""",316S,2782.3
AP632,"36""",SPECIAL,2675.5
AP632,"48""",605/606,3227.0
AP632,"48""",609,3227.0
AP632,"48""",611/612,3227.0
AP632,"48""",613,3227.0
AP632,"48""",613E,2626.6
AP632,"48""",622,2626.6
AP632,"48""",628,2476.5
AP632,"48""",629,2676.7
AP632,"48""",316P,3452.1
AP632,"48""",630,2501.6
AP632,"48""",316S,3227.0
AP632,"48""",SPECIAL,3096.3
AP632,"60""",605/606,3629.6
AP632,"60""",609,3629.6
AP632,"60""",611/612,3629.6
AP632,"60""",613,3629.6
AP632,"60""",613E,2954.3
AP632,"60""",622,2954.3
AP632,"60""",628,2785.5
AP632,"60""",629,3010.6
AP632,"60""",316P,3882.8
AP632,"60""",630,2813.6
AP632,"60""",316S,3629.6
AP632,"60""",SPECIAL,3475.7
AP632,"72""",605/606,3956.3
AP632,"72""",609,3956.3
AP632,"72""",611/612,3956.3
AP632,"72""",613,3956.3
AP632,"72""",613E,3220.2
AP632,"72""",622,3220.2
AP632,"72""",628,3036.2
AP632,"72""",629,3281.5
AP632,"72""",316P,4232.3
AP632,"72""",630,3066.9
AP632,"72""",316S,3956.3
AP632,"72""",SPECIAL,3785.0
AP632,"84""",605/606,4283.0
AP632,"84""",609,4283.0
AP632,"84""",611/612,4283.0
AP632,"84""",613,4283.0
AP632,"84""",613E,3486.1
AP632,"84""",622,3486.1
AP632,"84""",628,3286.9
AP632,"84""",629,3552.5
AP632,"84""",316P,4581.8
AP632,"84""",630,3320.1
AP632,"84""",316S,4283.0
AP632,"84""",SPECIAL,4090.8
AP632,"96""",605/606,4612.3
AP632,"96""",609,4612.3
AP632,"96""",611/612,4612.3
AP632,"96""",613,4612.3
AP632,"96""",613E,3754.2
AP632,"96""",622,3754.2
AP632,"96""",628,3539.6
AP632,"96""",629,3825.7
AP632,"96""",316P,4934.1
AP632,"96""",630,3575.4
AP632,"96""",316S,4612.3
AP632,"96""",SPECIAL,4401.2
AP633,"12""",605/606,1255.7
AP633,"12""",609,1255.7
AP633,"12""",611/612,1255.7
AP633,"12""",613,1255.7
AP633,"12""",613E,1022.1
AP633,"12""",622,1022.1
AP633,"12""",628,963.7
AP633,"12""",629,1041.6
AP633,"12""",316P,1343.3
AP633,"12""",630,973.4
AP633,"12""",316S,1255.7
AP633,"12""",SPECIAL,1305.0
AP633,"18""",605/606,1483.8
AP633,"18""",609,1483.8
AP633,"18""",611/612,1483.8
AP633,"18""",613,1483.8
AP633,"18""",613E,1207.8
AP633,"18""",622,1207.8
AP633,"18""",628,1138.7
AP633,"18""",629,1230.8
AP633,"18""",316P,1587.3
AP633,"18""",630,1150.2
AP633,"18""",316S,1483.8
AP633,"18""",SPECIAL,1518.8
AP633,"24""",605/606,1883.8
AP633,"24""",609,1883.8
AP633,"24""",611/612,1883.8
AP633,"24""",613,1883.8
AP633,"24""",613E,1533.3
AP633,"24""",622,1533.3
AP633,"24""",628,1445.7
AP633,"24""",629,1562.5
AP633,"24""",316P,2015.2
AP633,"24""",630,1460.3
AP633,"24""",316S,1883.8
AP633,"24""",SPECIAL,1878.7
AP633,"36""",605/606,2782.3
AP633,"36""",609,2782.3
AP633,"36""",611/612,2782.3
AP633,"36""",613,2782.3
AP633,"36""",613E,2264.6
AP633,"36""",622,2264.6
AP633,"36""",628,2135.2
AP633,"36""",629,2307.8
AP633,"36""",316P,2976.4
AP633,"36""",630,2156.8
AP633,"36""",316S,2782.3
AP633,"36""",SPECIAL,2675.5
AP633,"48""",605/606,3227.0
AP633,"48""",609,3227.0
AP633,"48""",611/612,3227.0
AP633,"48""",613,3227.0
AP633,"48""",613E,2626.6
AP633,"48""",622,2626.6
AP633,"48""",628,2476.5
AP633,"48""",629,2676.7
AP633,"48""",316P,3452.1
AP633,"48""",630,2501.6
AP633,"48""",316S,3227.0
AP633,"48""",SPECIAL,3096.3
AP633,"60""",605/606,3629.6
AP633,"60""",609,3629.6
AP633,"60""",611/612,3629.6
AP633,"60""",613,3629.6
AP633,"60""",613E,2954.3
AP633,"60""",622,2954.3
AP633,"60""",628,2785.5
AP633,"60""",629,3010.6
AP633,"60""",316P,3882.8
AP633,"60""",630,2813.6
AP633,"60""",316S,3629.6
AP633,"60""",SPECIAL,3475.7
AP633,"72""",605/606,3956.3
AP633,"72""",609,3956.3
AP633,"72""",611/612,3956.3
AP633,"72""",613,3956.3
AP633,"72""",613E,3220.2
AP633,"72""",622,3220.2
AP633,"72""",628,3036.2
AP633,"72""",629,3281.5
AP633,"72""",316P,4232.3
AP633,"72""",630,3066.9
AP633,"72""",316S,3956.3
AP633,"72""",SPECIAL,3785.0
AP633,"84""",605/606,4283.0
AP633,"84""",609,4283.0
AP633,"84""",611/612,4283.0
AP633,"84""",613,4283.0
AP633,"84""",613E,3486.1
AP633,"84""",622,3486.1
AP633,"84""",628,3286.9
AP633,"84""",629,3552.5
AP633,"84""",316P,4581.8
AP633,"84""",630,3320.1
AP633,"84""",316S,4283.0
AP633,"84""",SPECIAL,4090.8
AP634,"96""",605/606,4612.3
AP634,"96""",609,4612.3
AP634,"96""",611/612,4612.3
AP634,"96""",613,4612.3
AP634,"96""",613E,3754.2
AP634,"96""",622,3754.2
AP634,"96""",628,3539.6
AP634,"96""",629,3825.7
AP634,"96""",316P,4934.1
AP634,"96""",630,3575.4
AP634,"96""",316S,4612.3
AP634,"96""",SPECIAL,4401.2
AP634,"12""",605/606,1316.1
AP634,"12""",609,1316.1
AP634,"12""",611/612,1316.1
AP634,"12""",613,1316.1
AP634,"12""",613E,1071.3
AP634,"12""",622,1071.3
AP634,"12""",628,1010.0
AP634,"12""",629,1091.7
AP634,"12""",316P,1407.9
AP634,"12""",630,1020.2
AP634,"12""",316S,1316.1
AP634,"12""",SPECIAL,1344.1
AP634,"18""",605/606,1526.6
AP634,"18""",609,1526.6
AP634,"18""",611/612,1526.6
AP634,"18""",613,1526.6
AP634,"18""",613E,1242.6
AP634,"18""",622,1242.6
AP634,"18""",628,1171.6
AP634,"18""",629,1266.3
AP634,"18""",316P,1633.1
AP634,"18""",630,1183.4
AP634,"18""",316S,1526.6
AP634,"18""",SPECIAL,1557.9
AP634,"24""",605/606,1938.6
AP634,"24""",609,1938.6
AP634,"24""",611/612,1938.6
AP634,"24""",613,1938.6
AP634,"24""",613E,1578.0
AP634,"24""",622,1578.0
AP634,"24""",628,1487.8
AP634,"24""",629,1608.0
AP634,"24""",316P,2073.9
AP634,"24""",630,1502.8
AP634,"24""",316S,1938.6
AP634,"24""",SPECIAL,1917.8
AP634,"36""",605/606,2836.8
AP634,"36""",609,2836.8
AP634,"36""",611/612,2836.8
AP634,"36""",613,2836.8
AP634,"36""",613E,2309.0
AP634,"36""",622,2309.0
AP634,"36""",628,2177.1
AP634,"36""",629,2353.0
AP634,"36""",316P,3034.7
AP634,"36""",630,2199.1
AP634,"36""",316S,2836.8
AP634,"36""",SPECIAL,2714.6
AP634,"48""",605/606,3290.3
AP634,"48""",609,3290.3
AP634,"48""",611/612,3290.3
AP634,"48""",613,3290.3
AP634,"48""",613E,2678.1
AP634,"48""",622,2678.1
AP634,"48""",628,2525.1
AP634,"48""",629,2729.1
AP634,"48""",316P,3519.8
AP634,"48""",630,2550.6
AP634,"48""",316S,3290.3
AP634,"48""",SPECIAL,3135.4
AP634,"60""",605/606,3701.4
AP634,"60""",609,3701.4
AP634,"60""",611/612,3701.4
AP634,"60""",613,3701.4
AP634,"60""",613E,3012.8
AP634,"60""",622,3012.8
AP634,"60""",628,2840.6
AP634,"60""",629,3070.2
AP634,"60""",316P,3959.7
AP634,"60""",630,2869.3
AP634,"60""",316S,3701.4
AP634,"60""",SPECIAL,3514.8
AP634,"72""",605/606,4034.6
AP634,"72""",609,4034.6
AP634,"72""",611/612,4034.6
AP634,"72""",613,4034.6
AP634,"72""",613E,3284.0
AP634,"72""",622,3284.0
AP634,"72""",628,3096.3
AP634,"72""",629,3346.5
AP634,"72""",316P,4316.1
AP634,"72""",630,3127.6
AP634,"72""",316S,4034.6
AP634,"72""",SPECIAL,3824.1
AP634,"84""",605/606,4325.4
AP634,"84""",609,4325.4
AP634,"84""",611/612,4325.4
AP634,"84""",613,4325.4
AP634,"84""",613E,3520.6
AP634,"84""",622,3520.6
AP634,"84""",628,3319.5
AP634,"84""",629,3587.7
AP634,"84""",316P,4627.1
AP634,"84""",630,3353.0
AP634,"84""",316S,4325.4
AP634,"84""",SPECIAL,4129.9
AP635,"96""",605/606,4657.9
AP635,"96""",609,4657.9
AP635,"96""",611/612,4657.9
AP635,"96""",613,4657.9
AP635,"96""",613E,3791.3
AP635,"96""",622,3791.3
AP635,"96""",628,3574.7
AP635,"96""",629,3863.6
AP635,"96""",316P,4982.9
AP635,"96""",630,3610.8
AP635,"96""",316S,4657.9
AP635,"96""",SPECIAL,4440.3
AP635,"12""",605/606,1364.4
AP635,"12""",609,1364.4
AP635,"12""",611/612,1364.4
AP635,"12""",613,1364.4
AP635,"12""",613E,1110.6
AP635,"12""",622,1110.6
AP635,"12""",628,1047.1
AP635,"12""",629,1131.7
AP635,"12""",316P,1459.6
AP635,"12""",630,1057.7
AP635,"12""",316S,1364.4
AP635,"12""",SPECIAL,1383.1
AP635,"18""",605/606,1583.7
AP635,"18""",609,1583.7
AP635,"18""",611/612,1583.7
AP635,"18""",613,1583.7
AP635,"18""",613E,1289.0
AP635,"18""",622,1289.0
AP635,"18""",628,1215.4
AP635,"18""",629,1313.6
AP635,"18""",316P,1694.2
AP635,"18""",630,1227.7
AP635,"18""",316S,1583.7
AP635,"18""",SPECIAL,1597.0
AP635,"24""",605/606,1975.2
AP635,"24""",609,1975.2
AP635,"24""",611/612,1975.2
AP635,"24""",613,1975.2
AP635,"24""",613E,1607.7
AP635,"24""",622,1607.7
AP635,"24""",628,1515.9
AP635,"24""",629,1638.4
AP635,"24""",316P,2113.0
AP635,"24""",630,1531.2
AP635,"24""",316S,1975.2
AP635,"24""",SPECIAL,1956.9
AP635,"36""",605/606,2891.4
AP635,"36""",609,2891.4
AP635,"36""",611/612,2891.4
AP635,"36""",613,2891.4
AP635,"36""",613E,2353.4
AP635,"36""",622,2353.4
AP635,"36""",628,2219.0
AP635,"36""",629,2398.3
AP635,"36""",316P,3093.1
AP635,"36""",630,2241.4
AP635,"36""",316S,2891.4
AP635,"36""",SPECIAL,2753.7
AP635,"48""",605/606,3353.5
AP635,"48""",609,3353.5
AP635,"48""",611/612,3353.5
AP635,"48""",613,3353.5
AP635,"48""",613E,2729.6
AP635,"48""",622,2729.6
AP635,"48""",628,2573.7
AP635,"48""",629,2781.6
AP635,"48""",316P,3587.5
AP635,"48""",630,2599.7
AP635,"48""",316S,3353.5
AP635,"48""",SPECIAL,3174.5
AP635,"60""",605/606,3737.4
AP635,"60""",609,3737.4
AP635,"60""",611/612,3737.4
AP635,"60""",613,3737.4
AP635,"60""",613E,3042.0
AP635,"60""",622,3042.0
AP635,"60""",628,2868.2
AP635,"60""",629,3100.0
AP635,"60""",316P,3998.1
AP635,"60""",630,2897.2
AP635,"60""",316S,3737.4
AP635,"60""",SPECIAL,3553.9
AP635,"72""",605/606,4073.8
AP635,"72""",609,4073.8
AP635,"72""",611/612,4073.8
AP635,"72""",613,4073.8
AP635,"72""",613E,3315.9
AP635,"72""",622,3315.9
AP635,"72""",628,3126.4
AP635,"72""",629,3379.0
AP635,"72""",316P,4358.0
AP635,"72""",630,3158.0
AP635,"72""",316S,4073.8
AP635,"72""",SPECIAL,3863.2
AP636,"84""",605/606,4410.2
AP636,"84""",609,4410.2
AP636,"84""",611/612,4410.2
AP636,"84""",613,4410.2
AP636,"84""",613E,3589.7
AP636,"84""",622,3589.7
AP636,"84""",628,3384.6
AP636,"84""",629,3658.1
AP636,"84""",316P,4717.9
AP636,"84""",630,3418.7
AP636,"84""",316S,4410.2
AP636,"84""",SPECIAL,4169.0
AP636,"96""",605/606,4749.3
AP636,"96""",609,4749.3
AP636,"96""",611/612,4749.3
AP636,"96""",613,4749.3
AP636,"96""",613E,3865.7
AP636,"96""",622,3865.7
AP636,"96""",628,3644.8
AP636,"96""",629,3939.3
AP636,"96""",316P,5080.6
AP636,"96""",630,3681.6
AP636,"96""",316S,4749.3
AP636,"96""",SPECIAL,4479.4
AP636,"12""",605/606,1412.7
AP636,"12""",609,1412.7
AP636,"12""",611/612,1412.7
AP636,"12""",613,1412.7
AP636,"12""",613E,1149.9
AP636,"12""",622,1149.9
AP636,"12""",628,1084.2
AP636,"12""",629,1171.8
AP636,"12""",316P,1511.3
AP636,"12""",630,1095.1
AP636,"12""",316S,1412.7
AP636,"12""",SPECIAL,1422.2
AP636,"18""",605/606,1626.5
AP636,"18""",609,1626.5
AP636,"18""",611/612,1626.5
AP636,"18""",613,1626.5
AP636,"18""",613E,1323.9
AP636,"18""",622,1323.9
AP636,"18""",628,1248.2
AP636,"18""",629,1349.1
AP636,"18""",316P,1740.0
AP636,"18""",630,1260.8
AP636,"18""",316S,1626.5
AP636,"18""",SPECIAL,1636.1
AP636,"24""",605/606,2030.1
AP636,"24""",609,2030.1
AP636,"24""",611/612,2030.1
AP636,"24""",613,2030.1
AP636,"24""",613E,1652.4
AP636,"24""",622,1652.4
AP636,"24""",628,1558.0
AP636,"24""",629,1683.9
AP636,"24""",316P,2171.7
AP636,"24""",630,1573.7
AP636,"24""",316S,2030.1
AP636,"24""",SPECIAL,1996.0
AP636,"36""",605/606,2945.9
AP636,"36""",609,2945.9
AP636,"36""",611/612,2945.9
AP636,"36""",613,2945.9
AP636,"36""",613E,2397.8
AP636,"36""",622,2397.8
AP636,"36""",628,2260.8
AP636,"36""",629,2443.5
AP636,"36""",316P,3151.5
AP636,"36""",630,2283.7
AP636,"36""",316S,2945.9
AP636,"36""",SPECIAL,2792.7
AP636,"48""",605/606,3385.2
AP636,"48""",609,3385.2
AP636,"48""",611/612,3385.2
AP636,"48""",613,3385.2
AP636,"48""",613E,2755.4
AP636,"48""",622,2755.4
AP636,"48""",628,2597.9
AP636,"48""",629,2807.9
AP636,"48""",316P,3621.4
AP636,"48""",630,2624.2
AP636,"48""",316S,3385.2
AP636,"48""",SPECIAL,3213.6
AP636,"60""",605/606,3809.2
AP636,"60""",609,3809.2
AP636,"60""",611/612,3809.2
AP636,"60""",613,3809.2
AP636,"60""",613E,3100.5
AP636,"60""",622,3100.5
AP636,"60""",628,2923.4
AP636,"60""",629,3159.6
AP636,"60""",316P,4075.0
AP636,"60""",630,2952.9
AP636,"60""",316S,3809.2
AP636,"60""",SPECIAL,3593.0
AP636,"72""",605/606,4152.1
AP636,"72""",609,4152.1
AP636,"72""",611/612,4152.1
AP636,"72""",613,4152.1
AP636,"72""",613E,3379.6
AP636,"72""",622,3379.6
AP636,"72""",628,3186.5
AP636,"72""",629,3444.0
AP636,"72""",316P,4441.8
AP636,"72""",630,3218.7
AP636,"72""",316S,4152.1
AP636,"72""",SPECIAL,3902.3
AP636,"84""",605/606,4452.6
AP636,"84""",609,4452.6
AP636,"84""",611/612,4452.6
AP636,"84""",613,4452.6
AP636,"84""",613E,3624.2
AP636,"84""",622,3624.2
AP636,"84""",628,3417.1
AP636,"84""",629,3693.2
AP636,"84""",316P,4763.2
AP636,"84""",630,3451.6
AP636,"84""",316S,4452.6
AP636,"84""",SPECIAL,4206.9
AP636,"96""",605/606,4794.9
AP636,"96""",609,4794.9
AP636,"96""",611/612,4794.9
AP636,"96""",613,4794.9
AP636,"96""",613E,3902.9
AP636,"96""",622,3902.9
AP636,"96""",628,3679.8
AP636,"96""",629,3977.2
AP636,"96""",316P,5129.5
AP636,"96""",630,3717.0
AP636,"96""",316S,4794.9
AP636,"96""",SPECIAL,4518.5
AP711,"12""",605/606,647.6
AP711,"12""",609,647.6
AP711,"12""",611/612,647.6
AP711,"12""",612E,534.3
AP711,"12""",613,696.2
AP711,"12""",613E,534.3
AP711,"12""",622,534.3
AP711,"12""",628,364.3
AP711,"12""",629,473.6
AP711,"12""",630,404.8
AP711,"12""",Finishes,833.6
AP711,"18""",605/606,680.0
AP711,"18""",609,680.0
AP711,"18""",611/612,680.0
AP711,"18""",612E,561.0
AP711,"18""",613,731.0
AP711,"18""",613E,561.0
AP711,"18""",622,561.0
AP711,"18""",628,382.5
AP711,"18""",629,497.2
AP711,"18""",630,425.0
AP711,"18""",Finishes,819.8
AP711,"24""",605/606,712.4
AP711,"24""",609,712.4
AP711,"24""",611/612,712.4
AP711,"24""",612E,587.7
AP711,"24""",613,765.8
AP711,"24""",613E,587.7
AP711,"24""",622,587.7
AP711,"24""",628,400.7
AP711,"24""",629,520.9
AP711,"24""",630,445.2
AP711,"24""",Finishes,868.1
AP711,"36""",605/606,841.9
AP711,"36""",609,841.9
AP711,"36""",611/612,841.9
AP711,"36""",612E,694.6
AP711,"36""",613,905.0
AP711,"36""",613E,694.6
AP711,"36""",622,694.6
AP711,"36""",628,473.6
AP711,"36""",629,615.6
AP711,"36""",630,526.2
AP711,"36""",Finishes,964.6
AP711,"48""",605/606,939.0
AP711,"48""",609,939.0
AP711,"48""",611/612,939.0
AP711,"48""",612E,774.7
AP711,"48""",613,1009.4
AP711,"48""",613E,774.7
AP711,"48""",622,774.7
AP711,"48""",628,528.2
AP711,"48""",629,686.7
AP711,"48""",630,586.9
AP711,"48""",Finishes,1061.2
AP712,"60""",605/606,1198.1
AP712,"60""",609,1198.1
AP712,"60""",611/612,1198.1
AP712,"60""",612E,988.4
AP712,"60""",613,1287.9
AP712,"60""",613E,988.4
AP712,"60""",622,988.4
AP712,"60""",628,673.9
AP712,"60""",629,876.1
AP712,"60""",630,748.8
AP712,"60""",Finishes,1322.2
AP712,"12""",605/606,518.1
AP712,"12""",609,518.1
AP712,"12""",611/612,518.1
AP712,"12""",612E,427.4
AP712,"12""",613,556.9
AP712,"12""",613E,427.4
AP712,"12""",622,427.4
AP712,"12""",628,291.4
AP712,"12""",629,378.8
AP712,"12""",630,323.8
AP712,"12""",Finishes,592.1
AP712,"18""",605/606,550.5
AP712,"18""",609,550.5
AP712,"18""",611/612,550.5
AP712,"18""",612E,454.1
AP712,"18""",613,591.7
AP712,"18""",613E,454.1
AP712,"18""",622,454.1
AP712,"18""",628,309.6
AP712,"18""",629,402.5
AP712,"18""",630,344.0
AP712,"18""",Finishes,678.4
AP712,"24""",605/606,615.2
AP712,"24""",609,615.2
AP712,"24""",611/612,615.2
AP712,"24""",612E,507.6
AP712,"24""",613,661.4
AP712,"24""",613E,507.6
AP712,"24""",622,507.6
AP712,"24""",628,346.1
AP712,"24""",629,449.9
AP712,"24""",630,384.5
AP712,"24""",Finishes,761.1
AP712,"36""",605/606,712.4
AP712,"36""",609,712.4
AP712,"36""",611/612,712.4
AP712,"36""",612E,587.7
AP712,"36""",613,765.8
AP712,"36""",613E,587.7
AP712,"36""",622,587.7
AP712,"36""",628,400.7
AP712,"36""",629,520.9
AP712,"36""",630,445.2
AP712,"36""",Finishes,863.5
AP712,"48""",605/606,809.5
AP712,"48""",609,809.5
AP712,"48""",611/612,809.5
AP712,"48""",612E,667.8
AP712,"48""",613,870.2
AP712,"48""",613E,667.8
AP712,"48""",622,667.8
AP712,"48""",628,455.3
AP712,"48""",629,591.9
AP712,"48""",630,505.9
AP712,"48""",Finishes,962.3
AP712,"60""",605/606,1100.9
AP712,"60""",609,1100.9
AP712,"60""",611/612,1100.9
AP712,"60""",612E,908.3
AP712,"60""",613,1183.5
AP712,"60""",613E,908.3
AP712,"60""",622,908.3
AP712,"60""",628,619.3
AP712,"60""",629,805.0
AP712,"60""",630,688.1
AP712,"60""",Finishes,1219.9
AP721,"12""",605/606,715.6
AP721,"12""",609,715.6
AP721,"12""",611/612,715.6
AP721,"12""",612E,590.4
AP721,"12""",613,769.3
AP721,"12""",613E,590.4
AP721,"12""",622,590.4
AP721,"12""",628,402.5
AP721,"12""",629,523.3
AP721,"12""",630,447.3
AP721,"12""",Finishes,941.6
AP721,"18""",605/606,787.2
AP721,"18""",609,787.2
AP721,"18""",611/612,787.2
AP721,"18""",612E,649.4
AP721,"18""",613,846.2
AP721,"18""",613E,649.4
AP721,"18""",622,649.4
AP721,"18""",628,442.8
AP721,"18""",629,575.6
AP721,"18""",630,492.0
AP721,"18""",Finishes,978.4
AP721,"24""",605/606,822.9
AP721,"24""",609,822.9
AP721,"24""",611/612,822.9
AP721,"24""",612E,678.9
AP721,"24""",613,884.7
AP721,"24""",613E,678.9
AP721,"24""",622,678.9
AP721,"24""",628,462.9
AP721,"24""",629,601.8
AP721,"24""",630,514.3
AP721,"24""",Finishes,1012.9
AP721,"36""",605/606,930.3
AP721,"36""",609,930.3
AP721,"36""",611/612,930.3
AP721,"36""",612E,767.5
AP721,"36""",613,1000.1
AP721,"36""",613E,767.5
AP721,"36""",622,767.5
AP721,"36""",628,523.3
AP721,"36""",629,680.3
AP721,"36""",630,581.4
AP721,"36""",Finishes,1127.9
AP721,"48""",605/606,1073.4
AP721,"48""",609,1073.4
AP721,"48""",611/612,1073.4
AP721,"48""",612E,885.6
AP721,"48""",613,1153.9
AP721,"48""",613E,885.6
AP721,"48""",622,885.6
AP721,"48""",628,603.8
AP721,"48""",629,784.9
AP721,"48""",630,670.9
AP721,"48""",Finishes,1237.1
AP722,"60""",605/606,1359.6
AP722,"60""",609,1359.6
AP722,"60""",611/612,1359.6
AP722,"60""",612E,1121.7
AP722,"60""",613,1461.6
AP722,"60""",613E,1121.7
AP722,"60""",622,1121.7
AP722,"60""",628,764.8
AP722,"60""",629,994.2
AP722,"60""",630,849.8
AP722,"60""",Finishes,1518.8
AP722,"12""",605/606,608.3
AP722,"12""",609,608.3
AP722,"12""",611/612,608.3
AP722,"12""",612E,501.8
AP722,"12""",613,653.9
AP722,"12""",613E,501.8
AP722,"12""",622,501.8
AP722,"12""",628,342.1
AP722,"12""",629,444.8
AP722,"12""",630,380.2
AP722,"12""",Finishes,747.3
AP722,"18""",605/606,644.0
AP722,"18""",609,644.0
AP722,"18""",611/612,644.0
AP722,"18""",612E,531.3
AP722,"18""",613,692.3
AP722,"18""",613E,531.3
AP722,"18""",622,531.3
AP722,"18""",628,362.3
AP722,"18""",629,471.0
AP722,"18""",630,402.5
AP722,"18""",Finishes,825.5
AP722,"24""",605/606,715.6
AP722,"24""",609,715.6
AP722,"24""",611/612,715.6
AP722,"24""",612E,590.4
AP722,"24""",613,769.3
AP722,"24""",613E,590.4
AP722,"24""",622,590.4
AP722,"24""",628,402.5
AP722,"24""",629,523.3
AP722,"24""",630,447.3
AP722,"24""",Finishes,900.3
AP722,"36""",605/606,822.9
AP722,"36""",609,822.9
AP722,"36""",611/612,822.9
AP722,"36""",612E,678.9
AP722,"36""",613,884.7
AP722,"36""",613E,678.9
AP722,"36""",622,678.9
AP722,"36""",628,462.9
AP722,"36""",629,601.8
AP722,"36""",630,514.3
AP722,"36""",Finishes,1017.5
AP722,"48""",605/606,930.3
AP722,"48""",609,930.3
AP722,"48""",611/612,930.3
AP722,"48""",612E,767.5
AP722,"48""",613,1000.1
AP722,"48""",613E,767.5
AP722,"48""",622,767.5
AP722,"48""",628,523.3
AP722,"48""",629,680.3
AP722,"48""",630,581.4
AP722,"48""",Finishes,1127.9
AP722,"60""",605/606,1252.3
AP722,"60""",609,1252.3
AP722,"60""",611/612,1252.3
AP722,"60""",612E,1033.1
AP722,"60""",613,1346.2
AP722,"60""",613E,1033.1
AP722,"60""",622,1033.1
AP722,"60""",628,704.4
AP722,"60""",629,915.7
AP722,"60""",630,782.7
AP722,"60""",Finishes,1409.6
AP731,"12""",605/606,801.6
AP731,"12""",609,801.6
AP731,"12""",611/612,801.6
AP731,"12""",612E,661.3
AP731,"12""",613,861.7
AP731,"12""",613E,661.3
AP731,"12""",622,661.3
AP731,"12""",628,450.9
AP731,"12""",629,586.2
AP731,"12""",630,501.0
AP731,"12""",Finishes,1045.1
AP731,"18""",605/606,881.8
AP731,"18""",609,881.8
AP731,"18""",611/612,881.8
AP731,"18""",612E,727.5
AP731,"18""",613,947.9
AP731,"18""",613E,727.5
AP731,"18""",622,727.5
AP731,"18""",628,496.0
AP731,"18""",629,644.8
AP731,"18""",630,551.1
AP731,"18""",Finishes,1068.1
AP731,"24""",605/606,921.8
AP731,"24""",609,921.8
AP731,"24""",611/612,921.8
AP731,"24""",612E,760.5
AP731,"24""",613,991.0
AP731,"24""",613E,760.5
AP731,"24""",622,760.5
AP731,"24""",628,518.5
AP731,"24""",629,674.1
AP731,"24""",630,576.2
AP731,"24""",Finishes,1088.8
AP731,"36""",605/606,1042.1
AP731,"36""",609,1042.1
AP731,"36""",611/612,1042.1
AP731,"36""",612E,859.7
AP731,"36""",613,1120.2
AP731,"36""",613E,859.7
AP731,"36""",622,859.7
AP731,"36""",628,586.2
AP731,"36""",629,762.0
AP731,"36""",630,651.3
AP731,"36""",Finishes,1208.4
AP731,"48""",605/606,1162.3
AP731,"48""",609,1162.3
AP731,"48""",611/612,1162.3
AP731,"48""",612E,958.9
AP731,"48""",613,1249.5
AP731,"48""",613E,958.9
AP731,"48""",622,958.9
AP731,"48""",628,653.8
AP731,"48""",629,849.9
AP731,"48""",630,726.5
AP731,"48""",Finishes,1323.4
AP732,"60""",605/606,1483.0
AP732,"60""",609,1483.0
AP732,"60""",611/612,1483.0
AP732,"60""",612E,1223.4
AP732,"60""",613,1594.2
AP732,"60""",613E,1223.4
AP732,"60""",622,1223.4
AP732,"60""",628,834.2
AP732,"60""",629,1084.4
AP732,"60""",630,926.9
AP732,"60""",Finishes,1605.1
AP732,"12""",605/606,681.4
AP732,"12""",609,681.4
AP732,"12""",611/612,681.4
AP732,"12""",612E,562.1
AP732,"12""",613,732.5
AP732,"12""",613E,562.1
AP732,"12""",622,562.1
AP732,"12""",628,383.3
AP732,"12""",629,498.2
AP732,"12""",630,425.9
AP732,"12""",Finishes,850.8
AP732,"18""",605/606,721.4
AP732,"18""",609,721.4
AP732,"18""",611/612,721.4
AP732,"18""",612E,595.2
AP732,"18""",613,775.5
AP732,"18""",613E,595.2
AP732,"18""",622,595.2
AP732,"18""",628,405.8
AP732,"18""",629,527.6
