model,description,finish,price
W3917-18,"UL Wrought Manual Flushbolt - 18""",613E,71.3
W3917-18,"UL Wrought Manual Flushbolt - 18""",622,92.7
W3917-18,"UL Wrought Manual Flushbolt - 18""",625,79.3
W3917-18,"UL Wrought Manual Flushbolt - 18""",626,58.6
W3917-18,"UL Wrought Manual Flushbolt - 18""",SPECIAL,87.4
W3917-24,"UL Wrought Manual Flushbolt - 24""",605,72.4
W3917-24,"UL Wrought Manual Flushbolt - 24""",613,72.4
W3917-24,"UL Wrought Manual Flushbolt - 24""",613E,72.4
W3917-24,"UL Wrought Manual Flushbolt - 24""",622,94.1
W3917-24,"UL Wrought Manual Flushbolt - 24""",625,80.5
W3917-24,"UL Wrought Manual Flushbolt - 24""",626,59.8
W3917-24,"UL Wrought Manual Flushbolt - 24""",SPECIAL,88.5
W3917-36,"UL Wrought Manual Flushbolt - 36""",605,73.6
W3917-36,"UL Wrought Manual Flushbolt - 36""",613,73.6
W3917-36,"UL Wrought Manual Flushbolt - 36""",613E,73.6
W3917-36,"UL Wrought Manual Flushbolt - 36""",622,95.7
W3917-36,"UL Wrought Manual Flushbolt - 36""",625,81.6
W3917-36,"UL Wrought Manual Flushbolt - 36""",626,62.1
W3917-36,"UL Wrought Manual Flushbolt - 36""",SPECIAL,89.7
W3917-48,"UL Wrought Manual Flushbolt - 48""",605,74.7
W3917-48,"UL Wrought Manual Flushbolt - 48""",613,74.7
W3917-48,"UL Wrought Manual Flushbolt - 48""",613E,74.7
W3917-48,"UL Wrought Manual Flushbolt - 48""",622,97.1
W3917-48,"UL Wrought Manual Flushbolt - 48""",625,83.9
W3917-48,"UL Wrought Manual Flushbolt - 48""",626,63.2
W3917-48,"UL Wrought Manual Flushbolt - 48""",SPECIAL,92.0
3917-1B,"1-1/2"" Long Bolthead for the 3917 (Steel)",SPECIAL,21.8
3917-3B,"3"" Long Bolthead for the 3917 (Steel)",SPECIAL,21.8
3920-4,Heavy-Duty Surface Bolt,605,55.2
3920-4,Heavy-Duty Surface Bolt,613,78.2
3920-4,Heavy-Duty Surface Bolt,625,78.2
3920-4,Heavy-Duty Surface Bolt,626,52.9
3920-4,Heavy-Duty Surface Bolt,SPECIAL,96.6
3920-8,"8"" Long with Universal Strike",613,110.4
3920-8,"8"" Long with Universal Strike",625,110.4
3920-8,"8"" Long with Universal Strike",626,73.6
3920-8,"8"" Long with Universal Strike",SPECIAL,138.0
3920-8M,"8"" Long with Mortise Strike",605,77.0
3920-8M,"8"" Long with Mortise Strike",613,110.4
3920-8M,"8"" Long with Mortise Strike",625,110.4
3920-8M,"8"" Long with Mortise Strike",626,73.6
3920-8M,"8"" Long with Mortise Strike",SPECIAL,138.0
3920-8A,"8"" Long with Angle Strike",605,77.0
3920-8A,"8"" Long with Angle Strike",613,110.4
3920-8A,"8"" Long with Angle Strike",625,110.4
3920-8A,"8"" Long with Angle Strike",626,73.6
3920-8A,"8"" Long with Angle Strike",SPECIAL,138.0
Angle,"Add per inch if over 8""",605,17.2
Angle,"Add per inch if over 8""",613,20.7
Angle,"Add per inch if over 8""",626,17.2
Angle,"Add per inch if over 8""",SPECIAL,26.4
3921-8,Heavy-duty Surface Bolt,605,182.8
3921-8,Heavy-duty Surface Bolt,613,182.8
3921-8,Heavy-duty Surface Bolt,625,182.8
3921-8,Heavy-duty Surface Bolt,626,143.7
3921-8,Heavy-duty Surface Bolt,SPECIAL,228.8
3921-12,Heavy-duty Surface Bolt,605,243.7
3921-12,Heavy-duty Surface Bolt,613,243.7
3921-12,Heavy-duty Surface Bolt,622,321.7
3921-12,Heavy-duty Surface Bolt,625,243.7
3921-12,Heavy-duty Surface Bolt,626,199.7
3921-12,Heavy-duty Surface Bolt,SPECIAL,304.7
3921-18,Heavy-duty Surface Bolt,605,261.0
3921-18,Heavy-duty Surface Bolt,613,261.0
3921-18,Heavy-duty Surface Bolt,625,261.0
3921-18,Heavy-duty Surface Bolt,626,219.6
3921-18,Heavy-duty Surface Bolt,SPECIAL,325.4
3921-24,Heavy-duty Surface Bolt,605,271.8
3921-24,Heavy-duty Surface Bolt,613,349.4
3921-24,Heavy-duty Surface Bolt,625,278.2
3921-24,Heavy-duty Surface Bolt,626,336.95
3921-24,Heavy-duty Surface Bolt,SPECIAL,347.2
3921-24,Heavy-duty Surface Bolt,605,19.5
3921-24,Heavy-duty Surface Bolt,613,21.8
3921-24,Heavy-duty Surface Bolt,625,21.8
3921-24,Heavy-duty Surface Bolt,626,18.4
3921-24,Heavy-duty Surface Bolt,SPECIAL,29.9
3922,UL Heavy-duty Surface Bolt,613,100.0
3922,UL Heavy-duty Surface Bolt,626,60.9
3922,UL Heavy-duty Surface Bolt,629,123.0
3922,UL Heavy-duty Surface Bolt,630,106.9
3922,UL Heavy-duty Surface Bolt,SPECIAL,79.3
3923,UL Heavy-duty Surface Bolt,613,121.9
3923,UL Heavy-duty Surface Bolt,625,121.9
3923,UL Heavy-duty Surface Bolt,626,78.2
3923,UL Heavy-duty Surface Bolt,630,124.2
3923,UL Heavy-duty Surface Bolt,SPECIAL,102.3
3923,UL Heavy-duty Surface Bolt,613,21.8
3923,UL Heavy-duty Surface Bolt,625,21.8
3923,UL Heavy-duty Surface Bolt,626,21.8
3923,UL Heavy-duty Surface Bolt,630,26.4
3923,UL Heavy-duty Surface Bolt,SPECIAL,31.0
3922L,Heavy-duty Locking Surface Bolt,613,286.3
3922L,Heavy-duty Locking Surface Bolt,626,167.9
3922L,Heavy-duty Locking Surface Bolt,629,295.5
3922L,Heavy-duty Locking Surface Bolt,630,259.8
3922L,Heavy-duty Locking Surface Bolt,SPECIAL,335.7
3928K,Cremone Bolt with Knob,605,2175.3
3928K,Cremone Bolt with Knob,613,2175.3
3928K,Cremone Bolt with Knob,625,2175.3
3928K,Cremone Bolt with Knob,626,2077.6
3928K,Cremone Bolt with Knob,SPECIAL,2718.0
3928L,Cremone Bolt with Lever,605,2175.3
3928L,Cremone Bolt with Lever,613,2175.3
3928L,Cremone Bolt with Lever,625,2175.3
3928L,Cremone Bolt with Lever,626,2077.6
3928L,Cremone Bolt with Lever,SPECIAL,2718.0
3928L,Cremone Bolt with Lever,605,156.4
3928L,Cremone Bolt with Lever,613,156.4
3928L,Cremone Bolt with Lever,625,156.4
3928L,Cremone Bolt with Lever,626,151.8
3928L,Cremone Bolt with Lever,SPECIAL,197.8
3999,"Flushbolt - 6""",605,20.7
3999,"Flushbolt - 6""",613,20.7
3999,"Flushbolt - 6""",625,20.7
3999,"Flushbolt - 6""",626,18.4
3999,"Flushbolt - 6""",SPECIAL,26.4
3999SE,"Flushbolt - 6""",605,20.7
3999SE,"Flushbolt - 6""",613,20.7
3999SE,"Flushbolt - 6""",625,20.7
3999SE,"Flushbolt - 6""",626,18.4
3999SE,"Flushbolt - 6""",SPECIAL,26.4
4015,Chain Door Guard,605,16.4
4015,Chain Door Guard,625,21.0
4015,Chain Door Guard,SPECIAL,29.9
4016,Swing Arm Door Guard,605,52.9
4016,Swing Arm Door Guard,613,62.1
4016,Swing Arm Door Guard,613E,62.1
4016,Swing Arm Door Guard,622,80.7
4016,Swing Arm Door Guard,625,62.1
4016,Swing Arm Door Guard,626,52.9
4016,Swing Arm Door Guard,SPECIAL,79.3
4016-ED,Edge Protector,605,12.6
4016-ED,Edge Protector,613,17.2
4016-ED,Edge Protector,613E,17.2
4016-ED,Edge Protector,622,22.4
4016-ED,Edge Protector,625,17.2
4016-ED,Edge Protector,626,11.75
4016-ED,Edge Protector,SPECIAL,23.0
4016S,Spacer,SPECIAL,27.6
4017,Security Door Guard,605,69.0
4017,Security Door Guard,613E,69.0
4017,Security Door Guard,622,89.7
4017,Security Door Guard,625,69.0
4017,Security Door Guard,626,51.7
4017,Security Door Guard,SPECIAL,88.5
4017-ED,"Edge Protector (1-1/2"" x 2"")",605,17.2
4017-ED,"Edge Protector (1-1/2"" x 2"")",613,21.8
4017-ED,"Edge Protector (1-1/2"" x 2"")",613E,21.8
4017-ED,"Edge Protector (1-1/2"" x 2"")",622,28.3
4017-ED,"Edge Protector (1-1/2"" x 2"")",625,21.8
4017-ED,"Edge Protector (1-1/2"" x 2"")",626,17.2
4017-ED,"Edge Protector (1-1/2"" x 2"")",SPECIAL,29.9
4017-ET,Emergency Tool for Security Door Guard,SPECIAL,12.6
4017-HO,Hold Open Tool for Security Door Guard,SPECIAL,12.6
4048,Chain Crash Stop (603 only),SPECIAL,65.7
4872,"2"" Surface Bolt",605,20.7
4872,"2"" Surface Bolt",613,20.7
4872,"2"" Surface Bolt",625,25.3
4872,"2"" Surface Bolt",626,20.7
4872,"2"" Surface Bolt",SPECIAL,26.0
4873,"3"" Surface Bolt",605,20.7
4873,"3"" Surface Bolt",613,23.0
4873,"3"" Surface Bolt",625,25.3
4873,"3"" Surface Bolt",626,20.7
4873,"3"" Surface Bolt",SPECIAL,26.0
4874,"4"" Surface Bolt",605,23.0
4874,"4"" Surface Bolt",613,25.3
4874,"4"" Surface Bolt",625,27.6
4874,"4"" Surface Bolt",626,23.0
4874,"4"" Surface Bolt",SPECIAL,28.25
4876,"6"" Surface Bolt",605,27.6
4876,"6"" Surface Bolt",613,29.9
4876,"6"" Surface Bolt",625,33.3
4876,"6"" Surface Bolt",626,28.7
4876,"6"" Surface Bolt",SPECIAL,34.0
4882,"12"" Surface Bolt",605,40.2
4882,"12"" Surface Bolt",613,47.1
4882,"12"" Surface Bolt",625,50.6
4882,"12"" Surface Bolt",626,40.2
4882,"12"" Surface Bolt",SPECIAL,53.0
4882,"12"" Surface Bolt",605,13.8
4882,"12"" Surface Bolt",613,13.8
4882,"12"" Surface Bolt",625,13.8
4882,"12"" Surface Bolt",626,13.8
4882,"12"" Surface Bolt",SPECIAL,14.9
5000-T,Lock Astragal - Cast,605,111.5
5000-T,Lock Astragal - Cast,613,111.5
5000-T,Lock Astragal - Cast,613E,111.5
5000-T,Lock Astragal - Cast,622,149.75
5000-T,Lock Astragal - Cast,625,111.5
5000-T,Lock Astragal - Cast,626,86.0
5000-T,Lock Astragal - Cast,SPECIAL,138.0
5001,Lock Astragal,630,55.1
5002,Lock Astragal,630,51.35
5004,Mortise Lock Status Indicator,626,524.3
5004,Mortise Lock Status Indicator,SPECIAL,653.1
5022,Unit Lock to Cylindrical Lock Filler,629,501.3
5022,Unit Lock to Cylindrical Lock Filler,630,400.1
5022,Unit Lock to Cylindrical Lock Filler,SPECIAL,624.3
5022A,Unit Lock to Cylindrical Lock Filler,629,501.3
5022A,Unit Lock to Cylindrical Lock Filler,630,400.1
5022A,Unit Lock to Cylindrical Lock Filler,SPECIAL,624.3
7001,"fOCAL Push Plate - 4"" x 16""",605,104.6
7001,"fOCAL Push Plate - 4"" x 16""",613,104.6
7001,"fOCAL Push Plate - 4"" x 16""",613E,104.6
7001,"fOCAL Push Plate - 4"" x 16""",622,136.0
7001,"fOCAL Push Plate - 4"" x 16""",625,104.6
7001,"fOCAL Push Plate - 4"" x 16""",626,100.0
7001,"fOCAL Push Plate - 4"" x 16""",628,98.9
7001,"fOCAL Push Plate - 4"" x 16""",629,104.6
7001,"fOCAL Push Plate - 4"" x 16""",630,100.0
7001,"fOCAL Push Plate - 4"" x 16""",710CU,174.8
7001,"fOCAL Push Plate - 4"" x 16""",SPECIAL,128.8
7009,"fOCAL Push Plate - 6"" x 16""",605,123.0
7009,"fOCAL Push Plate - 6"" x 16""",613,123.0
7009,"fOCAL Push Plate - 6"" x 16""",613E,123.0
7009,"fOCAL Push Plate - 6"" x 16""",622,159.9
7009,"fOCAL Push Plate - 6"" x 16""",625,123.0
7009,"fOCAL Push Plate - 6"" x 16""",626,123.0
7009,"fOCAL Push Plate - 6"" x 16""",629,123.0
7009,"fOCAL Push Plate - 6"" x 16""",630,123.0
7009,"fOCAL Push Plate - 6"" x 16""",710CU,205.8
7009,"fOCAL Push Plate - 6"" x 16""",SPECIAL,152.9
7010,fOCAL Robe Hook & Stop,605,78.2
7010,fOCAL Robe Hook & Stop,613,80.5
7010,fOCAL Robe Hook & Stop,613E,80.5
7010,fOCAL Robe Hook & Stop,622,104.7
7010,fOCAL Robe Hook & Stop,625,87.4
7010,fOCAL Robe Hook & Stop,626,77.0
7010,fOCAL Robe Hook & Stop,629,113.8
7010,fOCAL Robe Hook & Stop,630,113.8
7010,fOCAL Robe Hook & Stop,SPECIAL,140.3
7059,fOCAL Round Flush Cup,605,96.6
7059,fOCAL Round Flush Cup,613,96.6
7059,fOCAL Round Flush Cup,613E,96.6
7059,fOCAL Round Flush Cup,622,125.6
7059,fOCAL Round Flush Cup,625,108.1
7059,fOCAL Round Flush Cup,626,108.1
7059,fOCAL Round Flush Cup,SPECIAL,133.4
7060,fOCAL Flush Pull - Large,605,125.3
7060,fOCAL Flush Pull - Large,613,144.9
7060,fOCAL Flush Pull - Large,613E,139.1
7060,fOCAL Flush Pull - Large,622,180.8
7060,fOCAL Flush Pull - Large,625,139.1
7060,fOCAL Flush Pull - Large,626,124.2
7060,fOCAL Flush Pull - Large,710CU,244.9
7060,fOCAL Flush Pull - Large,SPECIAL,182.8
7061,fOCAL Flush Pull -Small,605,108.1
7061,fOCAL Flush Pull -Small,613,113.8
7061,fOCAL Flush Pull -Small,613E,111.5
7061,fOCAL Flush Pull -Small,622,145.0
7061,fOCAL Flush Pull -Small,625,111.5
7061,fOCAL Flush Pull -Small,626,108.1
7061,fOCAL Flush Pull -Small,710CU,198.9
7061,fOCAL Flush Pull -Small,SPECIAL,146.0
7140,"fOCAL 3/4"" dia. ""D"" Pull",605,234.5
7140,"fOCAL 3/4"" dia. ""D"" Pull",613,234.5
7140,"fOCAL 3/4"" dia. ""D"" Pull",613E,234.5
7140,"fOCAL 3/4"" dia. ""D"" Pull",622,304.9
7140,"fOCAL 3/4"" dia. ""D"" Pull",625,234.5
7140,"fOCAL 3/4"" dia. ""D"" Pull",626,226.5
7140,"fOCAL 3/4"" dia. ""D"" Pull",629,234.5
7140,"fOCAL 3/4"" dia. ""D"" Pull",630,226.5
7140,"fOCAL 3/4"" dia. ""D"" Pull",710CU,393.2
7140,"fOCAL 3/4"" dia. ""D"" Pull",SPECIAL,293.2
7140S,"fOCAL 3/4"" dia. ""D"" Pull",605,234.5
7140S,"fOCAL 3/4"" dia. ""D"" Pull",613,234.5
7140S,"fOCAL 3/4"" dia. ""D"" Pull",613E,234.5
7140S,"fOCAL 3/4"" dia. ""D"" Pull",622,304.9
7140S,"fOCAL 3/4"" dia. ""D"" Pull",625,234.5
7140S,"fOCAL 3/4"" dia. ""D"" Pull",626,226.5
7140S,"fOCAL 3/4"" dia. ""D"" Pull",629,234.5
7140S,"fOCAL 3/4"" dia. ""D"" Pull",630,226.5
7140S,"fOCAL 3/4"" dia. ""D"" Pull",710CU,393.2
7140S,"fOCAL 3/4"" dia. ""D"" Pull",SPECIAL,293.2
7141,"fOCAL 3/4"" dia. ""D"" Pull",605,263.3
7141,"fOCAL 3/4"" dia. ""D"" Pull",613,261.0
7141,"fOCAL 3/4"" dia. ""D"" Pull",613E,261.0
7141,"fOCAL 3/4"" dia. ""D"" Pull",622,339.3
7141,"fOCAL 3/4"" dia. ""D"" Pull",625,261.0
7141,"fOCAL 3/4"" dia. ""D"" Pull",626,249.5
7141,"fOCAL 3/4"" dia. ""D"" Pull",629,263.3
7141,"fOCAL 3/4"" dia. ""D"" Pull",630,249.5
7141,"fOCAL 3/4"" dia. ""D"" Pull",710CU,438.1
7141,"fOCAL 3/4"" dia. ""D"" Pull",SPECIAL,326.5
7141S,"fOCAL 3/4"" dia. ""D"" Pull",605,249.5
7141S,"fOCAL 3/4"" dia. ""D"" Pull",613,249.5
7141S,"fOCAL 3/4"" dia. ""D"" Pull",613E,249.5
7141S,"fOCAL 3/4"" dia. ""D"" Pull",622,324.4
7141S,"fOCAL 3/4"" dia. ""D"" Pull",625,249.5
7141S,"fOCAL 3/4"" dia. ""D"" Pull",626,249.5
7141S,"fOCAL 3/4"" dia. ""D"" Pull",629,249.5
7141S,"fOCAL 3/4"" dia. ""D"" Pull",630,242.6
7141S,"fOCAL 3/4"" dia. ""D"" Pull",710CU,496.7
7141S,"fOCAL 3/4"" dia. ""D"" Pull",SPECIAL,357.6
7150,"fOCAL 1"" dia. Cane Pull",605,658.8
7150,"fOCAL 1"" dia. Cane Pull",613,658.8
7150,"fOCAL 1"" dia. Cane Pull",613E,658.8
7150,"fOCAL 1"" dia. Cane Pull",622,856.4
7150,"fOCAL 1"" dia. Cane Pull",626,658.8
7150,"fOCAL 1"" dia. Cane Pull",629,658.8
7150,"fOCAL 1"" dia. Cane Pull",630,658.8
7150,"fOCAL 1"" dia. Cane Pull",SPECIAL,825.5
7160,"fOCAL 1"" dia. Offset Cane Pull",605,854.3
7160,"fOCAL 1"" dia. Offset Cane Pull",613,854.3
7160,"fOCAL 1"" dia. Offset Cane Pull",613E,854.3
7160,"fOCAL 1"" dia. Offset Cane Pull",626,838.2
7160,"fOCAL 1"" dia. Offset Cane Pull",629,854.3
7160,"fOCAL 1"" dia. Offset Cane Pull",630,838.2
7160,"fOCAL 1"" dia. Offset Cane Pull",SPECIAL,1069.3
7170,"fOCAL 1"" dia. Wing Pull",605,481.7
7170,"fOCAL 1"" dia. Wing Pull",613,481.7
7170,"fOCAL 1"" dia. Wing Pull",613E,481.7
7170,"fOCAL 1"" dia. Wing Pull",622,626.2
7170,"fOCAL 1"" dia. Wing Pull",625,0.0
7170,"fOCAL 1"" dia. Wing Pull",626,0.0
7170,"fOCAL 1"" dia. Wing Pull",628,0.0
7170,"fOCAL 1"" dia. Wing Pull",629,481.7
7170,"fOCAL 1"" dia. Wing Pull",630,419.7
7170,"fOCAL 1"" dia. Wing Pull",710CU,0.0
7170,"fOCAL 1"" dia. Wing Pull",SPECIAL,602.5
7196-1,fOCAL Cool Touch Pull with PVC,605,259.8
7196-1,fOCAL Cool Touch Pull with PVC,613,259.8
7196-1,fOCAL Cool Touch Pull with PVC,613E,259.8
7196-1,fOCAL Cool Touch Pull with PVC,622,337.7
7196-1,fOCAL Cool Touch Pull with PVC,628,249.5
7196-1,fOCAL Cool Touch Pull with PVC,629,285.1
7196-1,fOCAL Cool Touch Pull with PVC,630,249.5
7196-1,fOCAL Cool Touch Pull with PVC,SPECIAL,357.6
7196-2,fOCAL Cool Touch Pull with PVC,605,259.8
7196-2,fOCAL Cool Touch Pull with PVC,613,259.8
7196-2,fOCAL Cool Touch Pull with PVC,613E,259.8
7196-2,fOCAL Cool Touch Pull with PVC,622,337.7
7196-2,fOCAL Cool Touch Pull with PVC,628,249.5
7196-2,fOCAL Cool Touch Pull with PVC,629,285.1
7196-2,fOCAL Cool Touch Pull with PVC,630,249.5
7196-2,fOCAL Cool Touch Pull with PVC,SPECIAL,357.6
7196-3,fOCAL Cool Touch Pull with PVC,605,259.8
7196-3,fOCAL Cool Touch Pull with PVC,613,259.8
7196-3,fOCAL Cool Touch Pull with PVC,613E,259.8
7196-3,fOCAL Cool Touch Pull with PVC,622,337.7
7196-3,fOCAL Cool Touch Pull with PVC,628,249.5
7196-3,fOCAL Cool Touch Pull with PVC,629,285.1
7196-3,fOCAL Cool Touch Pull with PVC,630,249.5
7196-3,fOCAL Cool Touch Pull with PVC,SPECIAL,357.6
7208,fOCAL Pencil Stop,605,56.3
7208,fOCAL Pencil Stop,613,56.3
7208,fOCAL Pencil Stop,613E,56.3
7208,fOCAL Pencil Stop,622,73.2
7208,fOCAL Pencil Stop,625,56.3
7208,fOCAL Pencil Stop,626,56.3
7208,fOCAL Pencil Stop,SPECIAL,89.7
7278,fOCAL Décor Wall Stop,605,47.1
7278,fOCAL Décor Wall Stop,613,47.1
7278,fOCAL Décor Wall Stop,613E,47.1
7278,fOCAL Décor Wall Stop,622,61.2
7278,fOCAL Décor Wall Stop,625,47.1
7278,fOCAL Décor Wall Stop,626,46.0
7278,fOCAL Décor Wall Stop,SPECIAL,59.8
7280,fOCAL Floor Stop - Small,605,95.4
7280,fOCAL Floor Stop - Small,613,95.4
7280,fOCAL Floor Stop - Small,613E,95.4
7280,fOCAL Floor Stop - Small,622,124.0
7280,fOCAL Floor Stop - Small,625,95.4
7280,fOCAL Floor Stop - Small,626,92.0
7280,fOCAL Floor Stop - Small,629,95.4
7280,fOCAL Floor Stop - Small,630,92.0
7280,fOCAL Floor Stop - Small,SPECIAL,119.6
7281,fOCAL Floor Stop - Large,605,141.4
7281,fOCAL Floor Stop - Large,613,141.4
7281,fOCAL Floor Stop - Large,613E,141.4
7281,fOCAL Floor Stop - Large,622,183.8
7281,fOCAL Floor Stop - Large,625,141.4
7281,fOCAL Floor Stop - Large,626,138.0
7281,fOCAL Floor Stop - Large,629,141.4
7281,fOCAL Floor Stop - Large,630,138.0
7281,fOCAL Floor Stop - Large,SPECIAL,177.1
7285,fOCAL Floor Stop & Holder,605,242.6
7285,fOCAL Floor Stop & Holder,613,242.6
7285,fOCAL Floor Stop & Holder,613E,242.6
7285,fOCAL Floor Stop & Holder,622,315.4
7285,fOCAL Floor Stop & Holder,625,242.6
7285,fOCAL Floor Stop & Holder,626,242.6
7285,fOCAL Floor Stop & Holder,628,242.6
7285,fOCAL Floor Stop & Holder,629,242.6
7285,fOCAL Floor Stop & Holder,630,242.6
7285,fOCAL Floor Stop & Holder,710CU,242.6
7285,fOCAL Floor Stop & Holder,SPECIAL,242.6
FG8000-24,"Frame Protector 24"" Overall Length",630,617.4
FG8000-36,"Frame Protector 36"" Overall Length",630,749.6
FG8000-42,"Frame Protector 42"" Overall Length",630,884.2
PBT8000-1-18,Push Bar Trim Cover for Exit Devices,710CU,290.9
PBT8000-1-24,Push Bar Trim cover for Exit Devices,710CU,315.0
PBT8000-2-13,Push Bar Trim Cover for Exit Devices,710CU,272.5
PBT8000-2-19,Push Bar Trim Cover for Exit Devices,710CU,290.9
PBT8000-2-23,Push Bar Trim Cover for Exit Devices,710CU,315.0
PG8000,Panic Guard,605,450.7
PG8000,Panic Guard,613,450.7
PG8000,Panic Guard,629,450.7
PG8000,Panic Guard,630,433.5
PG8000,Panic Guard,SPECIAL,562.2
PG8002,Panic Guard Combination,605,1217.6
PG8002,Panic Guard Combination,613,1217.6
PG8002,Panic Guard Combination,629,1217.6
PG8002,Panic Guard Combination,630,1176.2
PG8002,Panic Guard Combination,SPECIAL,1520.0
PG8002-1,Panic Guard Combination,605,710.5
PG8002-1,Panic Guard Combination,613,710.5
PG8002-1,Panic Guard Combination,629,710.5
PG8002-1,Panic Guard Combination,630,697.9
PG8002-1,Panic Guard Combination,SPECIAL,889.9
PG8002-1,Panic Guard Combination,605,18.4
PG8002-1,Panic Guard Combination,613,18.4
PG8002-1,Panic Guard Combination,629,18.4
PG8002-1,Panic Guard Combination,630,18.4
PG8002-1,Panic Guard Combination,SPECIAL,25.3
PG8125VV-1,Universal Panic Guard,630,371.4
PG8125VV-4,Universal Panic Guard,630,362.2
81SC051,Merryvale,629,248.3
81SC051,Merryvale,630,248.3
81SC051,Merryvale,710CU,212.7
81SC051,Merryvale,SPECIAL,106.9
81ST002,Frankfurt,629,189.7
81ST002,Frankfurt,630,189.7
81ST002,Frankfurt,710CU,134.5
81ST002,Frankfurt,SPECIAL,67.8
81ST001,Munich,629,189.7
81ST001,Munich,630,189.7
81ST001,Munich,710CU,134.5
81ST001,Munich,SPECIAL,67.8
81ST000,Stockholm,629,189.7
81ST000,Stockholm,630,189.7
81ST000,Stockholm,710CU,134.5
81ST000,Stockholm,SPECIAL,67.8
90SC051,Merryvale,629,839.3
90SC051,Merryvale,710CU,839.3
90ST002,Frankfurt,629,773.8
90ST002,Frankfurt,710CU,773.8
90ST001,Munich,629,773.8
90ST001,Munich,710CU,773.8
90ST000,Stockholm,629,773.8
90ST000,Stockholm,710CU,773.8
KE31-1,90º Edge Guard,605,170.2
KE31-1,90º Edge Guard,613,170.2
KE31-1,90º Edge Guard,630,149.5
KE31-1,90º Edge Guard,SPECIAL,212.7
KE31-1,90º Edge Guard,605,281.7
KE31-1,90º Edge Guard,613,281.7
KE31-1,90º Edge Guard,630,198.9
KE31-1,90º Edge Guard,SPECIAL,324.2
Non-Mortise,Shown 67'' to 96'',605,393.2
Non-Mortise,Shown 67'' to 96'',613,393.2
Non-Mortise,Shown 67'' to 96'',630,248.3
Non-Mortise,Shown 67'' to 96'',SPECIAL,435.8
KE32-1,93º Edge Guard,605,180.5
KE32-1,93º Edge Guard,613,180.5
KE32-1,93º Edge Guard,630,152.9
KE32-1,93º Edge Guard,SPECIAL,224.2
KE32-1,93º Edge Guard,605,292.0
KE32-1,93º Edge Guard,613,279.4
KE32-1,93º Edge Guard,630,202.4
KE32-1,93º Edge Guard,SPECIAL,336.9
KE32-1,93º Edge Guard,605,403.6
KE32-1,93º Edge Guard,613,403.6
KE32-1,93º Edge Guard,630,251.8
KE32-1,93º Edge Guard,SPECIAL,448.4
KE33-1,90º Edge Guard,605,218.5
KE33-1,90º Edge Guard,613,218.5
KE33-1,90º Edge Guard,630,193.2
KE33-1,90º Edge Guard,SPECIAL,270.2
KE33-1,90º Edge Guard,605,330.0
KE33-1,90º Edge Guard,613,330.0
KE33-1,90º Edge Guard,630,243.7
KE33-1,90º Edge Guard,SPECIAL,394.4
KE33-1,90º Edge Guard,605,441.5
KE33-1,90º Edge Guard,613,441.5
KE33-1,90º Edge Guard,630,293.2
KE33-1,90º Edge Guard,SPECIAL,507.0
KE33-2,93º Edge Guard,605,246.0
KE33-2,93º Edge Guard,613,246.0
KE33-2,93º Edge Guard,630,213.9
KE33-2,93º Edge Guard,SPECIAL,305.8
KE33-2,93º Edge Guard,605,357.6
KE33-2,93º Edge Guard,613,357.6
KE33-2,93º Edge Guard,630,263.3
KE33-2,93º Edge Guard,SPECIAL,417.4
KE33-2,93º Edge Guard,605,469.1
KE33-2,93º Edge Guard,613,469.1
KE33-2,93º Edge Guard,630,312.7
KE33-2,93º Edge Guard,SPECIAL,528.9
KE34-1,Edge Guard - Double Acting Door,605,300.1
KE34-1,Edge Guard - Double Acting Door,613,300.1
KE34-1,Edge Guard - Double Acting Door,630,258.7
KE34-1,Edge Guard - Double Acting Door,SPECIAL,376.0
KE34-1,Edge Guard - Double Acting Door,605,412.8
KE34-1,Edge Guard - Double Acting Door,613,412.8
KE34-1,Edge Guard - Double Acting Door,630,308.1
KE34-1,Edge Guard - Double Acting Door,SPECIAL,487.5
Mortise,Shown 67'' to 96'',605,524.3
Mortise,Shown 67'' to 96'',613,524.3
Mortise,Shown 67'' to 96'',630,357.6
Mortise,Shown 67'' to 96'',SPECIAL,600.2
KE35-1,90º Edge Guard,605,300.1
KE35-1,90º Edge Guard,613,300.1
KE35-1,90º Edge Guard,630,258.7
KE35-1,90º Edge Guard,SPECIAL,376.0
KE35-1,90º Edge Guard,605,412.8
KE35-1,90º Edge Guard,613,412.8
KE35-1,90º Edge Guard,630,272.5
KE35-1,90º Edge Guard,SPECIAL,441.5
KE35-1,90º Edge Guard,605,524.3
KE35-1,90º Edge Guard,613,524.3
KE35-1,90º Edge Guard,630,321.9
KE35-1,90º Edge Guard,SPECIAL,554.2
KE36-1,93º Edge Guard,605,263.3
KE36-1,93º Edge Guard,613,263.3
KE36-1,93º Edge Guard,630,221.9
KE36-1,93º Edge Guard,SPECIAL,330.0
KE36-1,93º Edge Guard,605,374.8
KE36-1,93º Edge Guard,613,374.8
KE36-1,93º Edge Guard,630,272.5
KE36-1,93º Edge Guard,SPECIAL,441.5
KE36-1,93º Edge Guard,605,486.3
KE36-1,93º Edge Guard,613,486.3
KE36-1,93º Edge Guard,630,321.9
KE36-1,93º Edge Guard,SPECIAL,554.2
KE37-1,90º Edge Guard-square edged,605,293.2
KE37-1,90º Edge Guard-square edged,613,293.2
KE37-1,90º Edge Guard-square edged,630,258.7
