model,description,finish,price
1062,Concealed Door Pull Edge,SPECIAL,152.9
1063,Concealed Center Door Pull,605,49.4
1063,Concealed Center Door Pull,613,49.4
1063,Concealed Center Door Pull,613E,40.2
1063,Concealed Center Door Pull,622,52.9
1063,Concealed Center Door Pull,625,49.4
1063,Concealed Center Door Pull,626,33.3
1063,Concealed Center Door Pull,SPECIAL,64.4
1064,Pocket Door Pull - Passage,605,26.4
1064,Pocket Door Pull - Passage,613,32.2
1064,Pocket Door Pull - Passage,613E,32.2
1064,Pocket Door Pull - Passage,622,41.4
1064,Pocket Door Pull - Passage,625,32.2
1064,Pocket Door Pull - Passage,626,26.4
1064,Pocket Door Pull - Passage,SPECIAL,40.2
1064,Pocket Door Pull - Passage,SPECIAL,0.0
1064,Pocket Door Pull - Passage,SPECIAL,0.0
1064FCP,Pocket Door Pull -Flush Cup Pull,605,20.7
1064FCP,Pocket Door Pull -Flush Cup Pull,613,20.7
1064FCP,Pocket Door Pull -Flush Cup Pull,613E,20.7
1064FCP,Pocket Door Pull -Flush Cup Pull,622,26.4
1064FCP,Pocket Door Pull -Flush Cup Pull,625,20.7
1064FCP,Pocket Door Pull -Flush Cup Pull,626,17.2
1064FCP,Pocket Door Pull -Flush Cup Pull,SPECIAL,26.4
1065,Pocket Door Pull - Privacy,605,29.9
1065,Pocket Door Pull - Privacy,613,34.5
1065,Pocket Door Pull - Privacy,613E,32.2
1065,Pocket Door Pull - Privacy,622,41.4
1065,Pocket Door Pull - Privacy,625,32.2
1065,Pocket Door Pull - Privacy,626,28.7
1065,Pocket Door Pull - Privacy,SPECIAL,42.5
1065-175,Pocket Door Pull - Privacy,605,32.2
1065-175,Pocket Door Pull - Privacy,613,35.6
1065-175,Pocket Door Pull - Privacy,613E,34.5
1065-175,Pocket Door Pull - Privacy,622,44.8
1065-175,Pocket Door Pull - Privacy,625,34.5
1065-175,Pocket Door Pull - Privacy,626,28.7
1065-175,Pocket Door Pull - Privacy,SPECIAL,44.8
1065CD,Pocket Door Pull - Connecting Door,605,33.3
1065CD,Pocket Door Pull - Connecting Door,613,36.8
1065CD,Pocket Door Pull - Connecting Door,613E,36.8
1065CD,Pocket Door Pull - Connecting Door,622,48.3
1065CD,Pocket Door Pull - Connecting Door,625,36.8
1065CD,Pocket Door Pull - Connecting Door,626,31.0
1065CD,Pocket Door Pull - Connecting Door,SPECIAL,46.0
1065PA,Pocket Door Pull - Patio Function,605,32.2
1065PA,Pocket Door Pull - Patio Function,613,43.7
1065PA,Pocket Door Pull - Patio Function,625,35.6
1065PA,Pocket Door Pull - Patio Function,626,29.9
1066S-932,Flush Pull Spindle Type,605,466.8
1066S-932,Flush Pull Spindle Type,613,466.8
1066S-932,Flush Pull Spindle Type,625,466.8
1066S-932,Flush Pull Spindle Type,626,384.0
1066S-932,Flush Pull Spindle Type,SPECIAL,584.1
1066S-516,Flush Pull Spindle Type,605,466.8
1066S-516,Flush Pull Spindle Type,613,466.8
1066S-516,Flush Pull Spindle Type,625,466.8
1066S-516,Flush Pull Spindle Type,626,384.0
1066S-516,Flush Pull Spindle Type,SPECIAL,584.1
1066S-38,Flush Pull Spindle Type,605,466.8
1066S-38,Flush Pull Spindle Type,613,466.8
1066S-38,Flush Pull Spindle Type,625,466.8
1066S-38,Flush Pull Spindle Type,626,384.0
1066S-38,Flush Pull Spindle Type,SPECIAL,584.1
1066S-DUMMY,Flush Pull Spindle Type - Dummy,605,518.5
1066S-DUMMY,Flush Pull Spindle Type - Dummy,613,518.5
1066S-DUMMY,Flush Pull Spindle Type - Dummy,625,518.5
1066S-DUMMY,Flush Pull Spindle Type - Dummy,626,432.3
1066S-DUMMY,Flush Pull Spindle Type - Dummy,SPECIAL,647.3
1067-932,Flush Pull Spindle Type,605,466.8
1067-932,Flush Pull Spindle Type,613,466.8
1067-932,Flush Pull Spindle Type,625,466.8
1067-932,Flush Pull Spindle Type,626,384.0
1067-932,Flush Pull Spindle Type,SPECIAL,584.1
1067-516,Flush Pull Spindle Type,605,466.8
1067-516,Flush Pull Spindle Type,613,466.8
1067-516,Flush Pull Spindle Type,625,466.8
1067-516,Flush Pull Spindle Type,626,384.0
1067-516,Flush Pull Spindle Type,SPECIAL,584.1
1067-38,Flush Pull Spindle Type,605,466.8
1067-38,Flush Pull Spindle Type,613,466.8
1067-38,Flush Pull Spindle Type,625,466.8
1067-38,Flush Pull Spindle Type,626,384.0
1067-38,Flush Pull Spindle Type,SPECIAL,584.1
1067-DUMMY,Flush Pull Spindle Type - Dummy,605,518.5
1067-DUMMY,Flush Pull Spindle Type - Dummy,613,518.5
1067-DUMMY,Flush Pull Spindle Type - Dummy,625,518.5
1067-DUMMY,Flush Pull Spindle Type - Dummy,626,432.3
1067-DUMMY,Flush Pull Spindle Type - Dummy,SPECIAL,647.3
1068-932,Flush Pull Spindle Type,605,637.0
1068-932,Flush Pull Spindle Type,613,637.0
1068-932,Flush Pull Spindle Type,625,637.0
1068-932,Flush Pull Spindle Type,626,551.9
1068-932,Flush Pull Spindle Type,SPECIAL,794.5
1068-516,Flush Pull Spindle Type,605,637.0
1068-516,Flush Pull Spindle Type,613,637.0
1068-516,Flush Pull Spindle Type,625,637.0
1068-516,Flush Pull Spindle Type,626,551.9
1068-516,Flush Pull Spindle Type,SPECIAL,794.5
1068-38,Flush Pull Spindle Type,605,637.0
1068-38,Flush Pull Spindle Type,613,637.0
1068-38,Flush Pull Spindle Type,625,637.0
1068-38,Flush Pull Spindle Type,626,551.9
1068-38,Flush Pull Spindle Type,SPECIAL,794.5
1068-DUMMY,Flush Pull Spindle Type - Dummy,605,687.6
1068-DUMMY,Flush Pull Spindle Type - Dummy,613,687.6
1068-DUMMY,Flush Pull Spindle Type - Dummy,625,687.6
1068-DUMMY,Flush Pull Spindle Type - Dummy,626,602.5
1068-DUMMY,Flush Pull Spindle Type - Dummy,SPECIAL,858.9
1069,Pocket Door - Push/Pull,605,484.5
1069,Pocket Door - Push/Pull,613,484.5
1069,Pocket Door - Push/Pull,613E,452.2
1069,Pocket Door - Push/Pull,622,452.2
1069,Pocket Door - Push/Pull,629,387.6
1069,Pocket Door - Push/Pull,630,323.0
1069,Pocket Door - Push/Pull,710CU,613.7
1069,Pocket Door - Push/Pull,SPECIAL,557.9
1069L,Pocket Door Pull - Passage/Latching,605,759.0
1069L,Pocket Door Pull - Passage/Latching,613,759.0
1069L,Pocket Door Pull - Passage/Latching,613E,708.4
1069L,Pocket Door Pull - Passage/Latching,622,708.4
1069L,Pocket Door Pull - Passage/Latching,629,607.2
1069L,Pocket Door Pull - Passage/Latching,630,506.0
1069L,Pocket Door Pull - Passage/Latching,710CU,961.4
1069L,Pocket Door Pull - Passage/Latching,SPECIAL,795.7
1069FP,Pocket Door Pull - Full Privacy,605,1093.5
1069FP,Pocket Door Pull - Full Privacy,613,1093.5
1069FP,Pocket Door Pull - Full Privacy,613E,1020.6
1069FP,Pocket Door Pull - Full Privacy,622,1020.6
1069FP,Pocket Door Pull - Full Privacy,629,874.8
1069FP,Pocket Door Pull - Full Privacy,630,729.0
1069FP,Pocket Door Pull - Full Privacy,710CU,1385.1
1069FP,Pocket Door Pull - Full Privacy,SPECIAL,1112.1
1069FP,Pocket Door Pull - Full Privacy,626,95.5
1069FP,Pocket Door Pull - Full Privacy,626,109.25
1069FP,Pocket Door Pull - Full Privacy,626,125.25
1069FP,Pocket Door Pull - Full Privacy,626,140.25
1069FP,Pocket Door Pull - Full Privacy,626,155.25
1070-2,"Classic Push Plate 3-1/2"" x 15"" only",605,286.3
1070-2,"Classic Push Plate 3-1/2"" x 15"" only",613,286.3
1070-2,"Classic Push Plate 3-1/2"" x 15"" only",613E,286.3
1070-2,"Classic Push Plate 3-1/2"" x 15"" only",622,372.5
1070-2,"Classic Push Plate 3-1/2"" x 15"" only",625,286.3
1070-2,"Classic Push Plate 3-1/2"" x 15"" only",626,286.3
1070-2,"Classic Push Plate 3-1/2"" x 15"" only",SPECIAL,357.6
1071-2,"Classic Pull Plate 3-1/2"" x 15"" only",605,499.0
1071-2,"Classic Pull Plate 3-1/2"" x 15"" only",613,499.0
1071-2,"Classic Pull Plate 3-1/2"" x 15"" only",613E,499.0
1071-2,"Classic Pull Plate 3-1/2"" x 15"" only",622,648.5
1071-2,"Classic Pull Plate 3-1/2"" x 15"" only",625,499.0
1071-2,"Classic Pull Plate 3-1/2"" x 15"" only",626,499.0
1071-2,"Classic Pull Plate 3-1/2"" x 15"" only",SPECIAL,625.5
1074-1,"Barn Door Latchset - Tubular - 2-3/8"" BS",613E,714.0
1074-1,"Barn Door Latchset - Tubular - 2-3/8"" BS",622,714.0
1074-1,"Barn Door Latchset - Tubular - 2-3/8"" BS",628,761.6
1074-1,"Barn Door Latchset - Tubular - 2-3/8"" BS",630,476.0
1074-1,"Barn Door Latchset - Tubular - 2-3/8"" BS",SPECIAL,952.6
1074-2,"Barn Door Latchset - Mortise - 2-3/4"" BS",613E,1785.0
1074-2,"Barn Door Latchset - Mortise - 2-3/4"" BS",622,1785.0
1074-2,"Barn Door Latchset - Mortise - 2-3/4"" BS",628,1904.0
1074-2,"Barn Door Latchset - Mortise - 2-3/4"" BS",630,1190.0
1074-2,"Barn Door Latchset - Mortise - 2-3/4"" BS",SPECIAL,2610.7
1074-2E,"Barn Door Latchset - Mortise - 2-3/4"" BS",613E,1878.0
1074-2E,"Barn Door Latchset - Mortise - 2-3/4"" BS",622,1878.0
1074-2E,"Barn Door Latchset - Mortise - 2-3/4"" BS",628,2003.2
1074-2E,"Barn Door Latchset - Mortise - 2-3/4"" BS",630,1252.0
1074-2E,"Barn Door Latchset - Mortise - 2-3/4"" BS",SPECIAL,2745.1
1074-2C,"Barn Door Latchset - Mortise - 2-3/4"" BS",613E,2568.0
1074-2C,"Barn Door Latchset - Mortise - 2-3/4"" BS",622,2568.0
1074-2C,"Barn Door Latchset - Mortise - 2-3/4"" BS",628,2739.2
1074-2C,"Barn Door Latchset - Mortise - 2-3/4"" BS",630,1712.0
1074-2C,"Barn Door Latchset - Mortise - 2-3/4"" BS",SPECIAL,3746.4
1074-2CE,"Barn Door Latchset - Mortise - 2-3/4"" BS",613E,2440.5
1074-2CE,"Barn Door Latchset - Mortise - 2-3/4"" BS",622,2440.5
1074-2CE,"Barn Door Latchset - Mortise - 2-3/4"" BS",628,2603.2
1074-2CE,"Barn Door Latchset - Mortise - 2-3/4"" BS",630,1627.0
1074-2CE,"Barn Door Latchset - Mortise - 2-3/4"" BS",SPECIAL,3125.5
1074-3,"Barn Door Latchset - Tubular - 2-3/8"" BS",613E,714.0
1074-3,"Barn Door Latchset - Tubular - 2-3/8"" BS",622,714.0
1074-3,"Barn Door Latchset - Tubular - 2-3/8"" BS",628,761.6
1074-3,"Barn Door Latchset - Tubular - 2-3/8"" BS",630,476.0
1074-3,"Barn Door Latchset - Tubular - 2-3/8"" BS",SPECIAL,1043.3
WS-1074-1,Wall Strike - Direct Mount,613E,291.0
WS-1074-1,Wall Strike - Direct Mount,622,378.3
WS-1074-1,Wall Strike - Direct Mount,628,291.0
WS-1074-1,Wall Strike - Direct Mount,629,291.0
WS-1074-1,Wall Strike - Direct Mount,630,291.0
WS-1074-1,Wall Strike - Direct Mount,SPECIAL,394.4
WSJ-1074-1,Wall Strike - Jamb Mount,613E,320.8
WSJ-1074-1,Wall Strike - Jamb Mount,622,417.0
WSJ-1074-1,Wall Strike - Jamb Mount,628,320.8
WSJ-1074-1,Wall Strike - Jamb Mount,629,320.8
WSJ-1074-1,Wall Strike - Jamb Mount,630,320.8
WSJ-1074-1,Wall Strike - Jamb Mount,SPECIAL,432.3
WS-1074-2,Wall Strike - Direct Mount,613E,291.0
WS-1074-2,Wall Strike - Direct Mount,622,378.3
WS-1074-2,Wall Strike - Direct Mount,628,291.0
WS-1074-2,Wall Strike - Direct Mount,629,291.0
WS-1074-2,Wall Strike - Direct Mount,630,291.0
WS-1074-2,Wall Strike - Direct Mount,SPECIAL,394.4
WSJ-1074-2,Wall Strike - Jamb Mount,613E,320.8
WSJ-1074-2,Wall Strike - Jamb Mount,622,417.0
WSJ-1074-2,Wall Strike - Jamb Mount,628,320.8
WSJ-1074-2,Wall Strike - Jamb Mount,629,320.8
WSJ-1074-2,Wall Strike - Jamb Mount,630,320.8
WSJ-1074-2,Wall Strike - Jamb Mount,SPECIAL,432.3
1082-4,"Cylindrical Lock Guard - 4""",629,109.2
1082-4,"Cylindrical Lock Guard - 4""",630,61.75
1082-4,"Cylindrical Lock Guard - 4""",SPECIAL,134.5
1082-6,"Cylindrical Lock Guard - 6""",629,126.5
1082-6,"Cylindrical Lock Guard - 6""",630,85.95
1082-6,"Cylindrical Lock Guard - 6""",SPECIAL,158.7
1082-6,"Cylindrical Lock Guard - 6""",630,131.1
1082-6,"Cylindrical Lock Guard - 6""",SPECIAL,169.0
1082-8,"Cylindrical Lock Guard - 8""",630,131.1
1082-8,"Cylindrical Lock Guard - 8""",SPECIAL,169.0
1096HA,Anti-Vandal Pull with Astragal,613,766.2
1096HA,Anti-Vandal Pull with Astragal,613E,640.3
1096HA,Anti-Vandal Pull with Astragal,622,832.1
1096HA,Anti-Vandal Pull with Astragal,629,766.2
1096HA,Anti-Vandal Pull with Astragal,630,513.2
1096HA,Anti-Vandal Pull with Astragal,SPECIAL,958.1
1096PHI,Anti-Vandal Pull with Astragal,613,695.4
1096PHI,Anti-Vandal Pull with Astragal,613E,554.0
1096PHI,Anti-Vandal Pull with Astragal,622,720.6
1096PHI,Anti-Vandal Pull with Astragal,629,695.4
1096PHI,Anti-Vandal Pull with Astragal,630,446.0
1096PHI,Anti-Vandal Pull with Astragal,SPECIAL,868.1
1096VD,Anti-Vandal Pull with Astragal,613,695.4
1096VD,Anti-Vandal Pull with Astragal,613E,554.0
1096VD,Anti-Vandal Pull with Astragal,622,720.6
1096VD,Anti-Vandal Pull with Astragal,629,695.4
1096VD,Anti-Vandal Pull with Astragal,630,446.0
1096VD,Anti-Vandal Pull with Astragal,SPECIAL,868.1
1096TL,Tuf-Lok System - Anti-Vandal Push & Pull,613,2087.5
1096TL,Tuf-Lok System - Anti-Vandal Push & Pull,613E,1859.7
1096TL,Tuf-Lok System - Anti-Vandal Push & Pull,622,2417.3
1096TL,Tuf-Lok System - Anti-Vandal Push & Pull,629,2087.5
1096TL,Tuf-Lok System - Anti-Vandal Push & Pull,630,1490.4
1096TL,Tuf-Lok System - Anti-Vandal Push & Pull,SPECIAL,2610.3
TC201880053,Rim Cylinder Cup,SPECIAL,12.0
1097HA,Anti-Vandal Pull without Astragal,613,766.2
1097HA,Anti-Vandal Pull without Astragal,613E,640.3
1097HA,Anti-Vandal Pull without Astragal,622,832.1
1097HA,Anti-Vandal Pull without Astragal,629,766.2
1097HA,Anti-Vandal Pull without Astragal,630,513.2
1097HA,Anti-Vandal Pull without Astragal,SPECIAL,958.1
1097PHI,Anti-Vandla Pull without Astragal,613,695.4
1097PHI,Anti-Vandla Pull without Astragal,613E,554.0
1097PHI,Anti-Vandla Pull without Astragal,622,720.6
1097PHI,Anti-Vandla Pull without Astragal,629,695.4
1097PHI,Anti-Vandla Pull without Astragal,630,446.0
1097PHI,Anti-Vandla Pull without Astragal,SPECIAL,868.1
1097VD,Anti-Vandal Pull without Astragal,613,695.4
1097VD,Anti-Vandal Pull without Astragal,613E,554.0
1097VD,Anti-Vandal Pull without Astragal,622,720.6
1097VD,Anti-Vandal Pull without Astragal,629,695.4
1097VD,Anti-Vandal Pull without Astragal,630,446.0
1097VD,Anti-Vandal Pull without Astragal,SPECIAL,868.1
1097TL,Tuf-Lok System - Anti-Vandal Push & Pull,613,2087.5
1097TL,Tuf-Lok System - Anti-Vandal Push & Pull,613E,1859.7
1097TL,Tuf-Lok System - Anti-Vandal Push & Pull,622,2417.3
1097TL,Tuf-Lok System - Anti-Vandal Push & Pull,629,2087.5
1097TL,Tuf-Lok System - Anti-Vandal Push & Pull,630,1490.4
1097TL,Tuf-Lok System - Anti-Vandal Push & Pull,SPECIAL,2610.3
TC201880053,Rim Cylinder Cup,SPECIAL,12.0
1098RGHA,Anti-Vandal Pull with Astragal,630,585.2
1098RGHA,Anti-Vandal Pull with Astragal,SPECIAL,792.6
1098RG,Anti-Vandal Pull with Astragal,630,1321.3
1098RG,Anti-Vandal Pull with Astragal,SPECIAL,1684.7
1098RGL,Anti-Vandal Pull with Astragal,630,1321.3
1098RGL,Anti-Vandal Pull with Astragal,SPECIAL,1684.7
1099RGHA,Anti-Vandal Pull without Astragal,630,585.2
1099RGHA,Anti-Vandal Pull without Astragal,SPECIAL,821.4
1099RG,Anti-Vandal Pull without Astragal,630,1321.3
1099RG,Anti-Vandal Pull without Astragal,SPECIAL,1684.7
1099RGL,Anti-Vandal Pull without Astragal,630,1321.3
1099RGL,Anti-Vandal Pull without Astragal,SPECIAL,1684.7
1102S,"Pull - 5-1/2"" ctc",605,93.1
1102S,"Pull - 5-1/2"" ctc",613,93.1
1102S,"Pull - 5-1/2"" ctc",613E,86.2
1102S,"Pull - 5-1/2"" ctc",622,112.7
1102S,"Pull - 5-1/2"" ctc",625,86.0
1102S,"Pull - 5-1/2"" ctc",626,72.1
1102S,"Pull - 5-1/2"" ctc",628,89.7
1102S,"Pull - 5-1/2"" ctc",SPECIAL,118.4
1102CS,"Pull - 5-1/4"" ctc",605,93.1
1102CS,"Pull - 5-1/4"" ctc",613,93.1
1102CS,"Pull - 5-1/4"" ctc",613E,86.2
1102CS,"Pull - 5-1/4"" ctc",622,112.7
1102CS,"Pull - 5-1/4"" ctc",625,93.1
1102CS,"Pull - 5-1/4"" ctc",626,73.6
1102CS,"Pull - 5-1/4"" ctc",628,89.7
1102CS,"Pull - 5-1/4"" ctc",SPECIAL,118.4
1102T,"Pull - 5-1/2"" ctc",605,93.1
1102T,"Pull - 5-1/2"" ctc",613,86.0
1102T,"Pull - 5-1/2"" ctc",613E,86.2
1102T,"Pull - 5-1/2"" ctc",622,112.7
1102T,"Pull - 5-1/2"" ctc",625,87.35
1102T,"Pull - 5-1/2"" ctc",626,76.3
1102T,"Pull - 5-1/2"" ctc",628,89.7
1102T,"Pull - 5-1/2"" ctc",SPECIAL,118.4
1102CT,"Pull - 5-1/4"" ctc",605,93.1
1102CT,"Pull - 5-1/4"" ctc",613,93.1
1102CT,"Pull - 5-1/4"" ctc",613E,86.2
1102CT,"Pull - 5-1/4"" ctc",622,112.7
1102CT,"Pull - 5-1/4"" ctc",625,93.1
1102CT,"Pull - 5-1/4"" ctc",626,73.6
1102CT,"Pull - 5-1/4"" ctc",628,89.7
1102CT,"Pull - 5-1/4"" ctc",SPECIAL,113.8
1109-1,"Pull - 5-1/2"" ctc Cast",613,238.0
1109-1,"Pull - 5-1/2"" ctc Cast",613E,274.8
1109-1,"Pull - 5-1/2"" ctc Cast",622,357.6
1109-1,"Pull - 5-1/2"" ctc Cast",626,234.5
1109-1,"Pull - 5-1/2"" ctc Cast",628,228.8
1109-1,"Pull - 5-1/2"" ctc Cast",SPECIAL,297.8
1110-8,"Flush Pull - 8"" x 2-1/2""",605,162.0
1110-8,"Flush Pull - 8"" x 2-1/2""",613,162.0
1110-8,"Flush Pull - 8"" x 2-1/2""",613E,145.8
1110-8,"Flush Pull - 8"" x 2-1/2""",622,145.8
1110-8,"Flush Pull - 8"" x 2-1/2""",630,108.0
1110-8,"Flush Pull - 8"" x 2-1/2""",SPECIAL,220.5
1110-10,"Flush Pull - 10"" x 2-1/2""",605,199.9
1110-10,"Flush Pull - 10"" x 2-1/2""",613,199.9
1110-10,"Flush Pull - 10"" x 2-1/2""",613E,179.9
1110-10,"Flush Pull - 10"" x 2-1/2""",622,179.9
1110-10,"Flush Pull - 10"" x 2-1/2""",630,133.3
1110-10,"Flush Pull - 10"" x 2-1/2""",SPECIAL,281.9
1110-18,"Flush Pull - 18"" x 2-1/2""",605,357.0
1110-18,"Flush Pull - 18"" x 2-1/2""",613,357.0
1110-18,"Flush Pull - 18"" x 2-1/2""",613E,321.3
1110-18,"Flush Pull - 18"" x 2-1/2""",622,321.3
1110-18,"Flush Pull - 18"" x 2-1/2""",630,238.0
1110-18,"Flush Pull - 18"" x 2-1/2""",SPECIAL,467.8
1111A,"Flush Pull - 5"" x 5""",605,366.7
1111A,"Flush Pull - 5"" x 5""",613,366.7
1111A,"Flush Pull - 5"" x 5""",613E,284.7
1111A,"Flush Pull - 5"" x 5""",622,284.7
1111A,"Flush Pull - 5"" x 5""",629,366.7
1111A,"Flush Pull - 5"" x 5""",630,227.8
1111A,"Flush Pull - 5"" x 5""",710CU,614.9
1111A,"Flush Pull - 5"" x 5""",SPECIAL,622.1
1111B,"Flush Pull - 5"" x 5""",605,366.7
1111B,"Flush Pull - 5"" x 5""",613,366.7
1111B,"Flush Pull - 5"" x 5""",613E,284.7
1111B,"Flush Pull - 5"" x 5""",622,284.7
1111B,"Flush Pull - 5"" x 5""",629,366.7
1111B,"Flush Pull - 5"" x 5""",630,227.8
1111B,"Flush Pull - 5"" x 5""",710CU,614.9
1111B,"Flush Pull - 5"" x 5""",SPECIAL,622.1
1111C,"Flush Pull - 6"" x 6""",605,512.8
1111C,"Flush Pull - 6"" x 6""",613,512.8
1111C,"Flush Pull - 6"" x 6""",613E,398.1
1111C,"Flush Pull - 6"" x 6""",622,398.1
1111C,"Flush Pull - 6"" x 6""",629,512.8
1111C,"Flush Pull - 6"" x 6""",630,318.5
1111C,"Flush Pull - 6"" x 6""",710CU,860.0
1111C,"Flush Pull - 6"" x 6""",SPECIAL,697.7
1111C.BPVC,Flush Pull with Cool Touch Coating,SPECIAL,979.7
1111L,"Flush Pull - 5"" x 5""",605,512.8
1111L,"Flush Pull - 5"" x 5""",613,512.8
1111L,"Flush Pull - 5"" x 5""",613E,398.1
1111L,"Flush Pull - 5"" x 5""",622,398.1
1111L,"Flush Pull - 5"" x 5""",629,512.8
1111L,"Flush Pull - 5"" x 5""",630,318.5
1111L,"Flush Pull - 5"" x 5""",710CU,860.0
1111L,"Flush Pull - 5"" x 5""",SPECIAL,697.7
1113,Flush Pull,613,94.3
1113,Flush Pull,613E,72.4
1113,Flush Pull,622,94.55
1113,Flush Pull,625,94.3
1113,Flush Pull,626,58.6
1113,Flush Pull,SPECIAL,118.4
1115,Flush Pull - Mounting Holes on Face Plate,605,125.3
1115,Flush Pull - Mounting Holes on Face Plate,613,125.3
1115,Flush Pull - Mounting Holes on Face Plate,613E,66.7
1115,Flush Pull - Mounting Holes on Face Plate,622,123.4
1115,Flush Pull - Mounting Holes on Face Plate,625,106.15
1115,Flush Pull - Mounting Holes on Face Plate,626,100.95
1115,Flush Pull - Mounting Holes on Face Plate,629,125.3
1115,Flush Pull - Mounting Holes on Face Plate,630,54.0
1115,Flush Pull - Mounting Holes on Face Plate,710CU,212.7
1115,Flush Pull - Mounting Holes on Face Plate,SPECIAL,156.4
1115B,Flush Pull - BTB / Pair,605,217.7
1115B,Flush Pull - BTB / Pair,613,217.7
1115B,Flush Pull - BTB / Pair,613E,217.7
1115B,Flush Pull - BTB / Pair,622,256.55
1115B,Flush Pull - BTB / Pair,629,238.0
1115B,Flush Pull - BTB / Pair,630,92.9
1115B,Flush Pull - BTB / Pair,710CU,413.9
1115B,Flush Pull - BTB / Pair,SPECIAL,297.8
1115C,Flush Pull - Mounting Holes in Cup,605,116.5
1115C,Flush Pull - Mounting Holes in Cup,613,116.5
1115C,Flush Pull - Mounting Holes in Cup,613E,74.7
1115C,Flush Pull - Mounting Holes in Cup,622,127.6
1115C,Flush Pull - Mounting Holes in Cup,629,108.1
1115C,Flush Pull - Mounting Holes in Cup,630,58.6
1115C,Flush Pull - Mounting Holes in Cup,710CU,182.8
1115C,Flush Pull - Mounting Holes in Cup,SPECIAL,136.8
1115P,Flush Pull - BTB with Lugs,605,273.6
1115P,Flush Pull - BTB with Lugs,613,273.6
1115P,Flush Pull - BTB with Lugs,613E,223.1
1115P,Flush Pull - BTB with Lugs,622,289.7
1115P,Flush Pull - BTB with Lugs,629,273.6
1115P,Flush Pull - BTB with Lugs,630,175.9
1115P,Flush Pull - BTB with Lugs,710CU,459.9
1115P,Flush Pull - BTB with Lugs,SPECIAL,340.3
1117-1,"Pull - 5"" ctc",605,87.4
1117-1,"Pull - 5"" ctc",613,87.4
1117-1,"Pull - 5"" ctc",613E,87.4
1117-1,"Pull - 5"" ctc",622,113.8
1117-1,"Pull - 5"" ctc",625,87.4
1117-1,"Pull - 5"" ctc",626,69.0
1117-1,"Pull - 5"" ctc",628,83.9
1117-1,"Pull - 5"" ctc",SPECIAL,108.1
1120,"Pull - 6"" ctc",605,286.3
1120,"Pull - 6"" ctc",613,286.3
1120,"Pull - 6"" ctc",613E,286.3
1120,"Pull - 6"" ctc",622,372.5
1120,"Pull - 6"" ctc",625,286.3
1120,"Pull - 6"" ctc",626,255.2
1120,"Pull - 6"" ctc",SPECIAL,357.6
1134,"Hospital Pull - 6"" ctc",605,278.2
1134,"Hospital Pull - 6"" ctc",613,278.2
1134,"Hospital Pull - 6"" ctc",613E,278.2
1134,"Hospital Pull - 6"" ctc",622,362.2
1134,"Hospital Pull - 6"" ctc",625,278.2
1134,"Hospital Pull - 6"" ctc",626,273.6
1134,"Hospital Pull - 6"" ctc",710CU,467.9
1134,"Hospital Pull - 6"" ctc",SPECIAL,347.2
1134B,"Hospital Pull - 4-7/8"" ctc",605,607.1
1134B,"Hospital Pull - 4-7/8"" ctc",613,607.1
1134B,"Hospital Pull - 4-7/8"" ctc",613E,607.1
1134B,"Hospital Pull - 4-7/8"" ctc",622,788.7
1134B,"Hospital Pull - 4-7/8"" ctc",625,607.1
1134B,"Hospital Pull - 4-7/8"" ctc",626,594.4
1134B,"Hospital Pull - 4-7/8"" ctc",710CU,1019.8
1134B,"Hospital Pull - 4-7/8"" ctc",SPECIAL,756.5
1135,"Hospital Pull - 6"" ctc",605,234.5
1135,"Hospital Pull - 6"" ctc",613,234.5
1135,"Hospital Pull - 6"" ctc",613E,125.3
1135,"Hospital Pull - 6"" ctc",622,163.3
1135,"Hospital Pull - 6"" ctc",629,141.4
1135,"Hospital Pull - 6"" ctc",630,108.1
1135,"Hospital Pull - 6"" ctc",710CU,252.9
1135,"Hospital Pull - 6"" ctc",SPECIAL,350.7
1139-1,"Pull - 6"" ctc",605,113.8
1139-1,"Pull - 6"" ctc",613,113.8
1139-1,"Pull - 6"" ctc",613E,78.2
1139-1,"Pull - 6"" ctc",622,101.2
1139-1,"Pull - 6"" ctc",626,111.5
1139-1,"Pull - 6"" ctc",628,110.4
1139-1,"Pull - 6"" ctc",629,113.8
1139-1,"Pull - 6"" ctc",630,66.7
1139-1,"Pull - 6"" ctc",710CU,192.0
1139-1,"Pull - 6"" ctc",SPECIAL,141.4
1139-2,"Pull - 8"" ctc",605,133.4
1139-2,"Pull - 8"" ctc",613,133.4
1139-2,"Pull - 8"" ctc",613E,87.4
1139-2,"Pull - 8"" ctc",622,113.8
1139-2,"Pull - 8"" ctc",626,129.9
1139-2,"Pull - 8"" ctc",628,129.9
1139-2,"Pull - 8"" ctc",629,133.4
1139-2,"Pull - 8"" ctc",630,73.6
1139-2,"Pull - 8"" ctc",710CU,223.1
1139-2,"Pull - 8"" ctc",SPECIAL,166.7
1150,"1/2"" dia. Pull - 6"" ctc",605,109.2
1150,"1/2"" dia. Pull - 6"" ctc",613,109.2
1150,"1/2"" dia. Pull - 6"" ctc",613E,96.6
1150,"1/2"" dia. Pull - 6"" ctc",622,125.3
1150,"1/2"" dia. Pull - 6"" ctc",628,106.9
1150,"1/2"" dia. Pull - 6"" ctc",629,109.2
1150,"1/2"" dia. Pull - 6"" ctc",630,81.6
1150,"1/2"" dia. Pull - 6"" ctc",710CU,182.8
